X,Y,Power
97,51,0.04069298526600001
97,52,0.034723693214
97,53,0.03388952583599997
97,54,0.034585901988999995
97,55,0.035188942340999965
97,56,0.035706906101000004
97,57,0.03614080076799998
97,58,0.03649138244900002
97,59,0.03674314116799998
97,60,0.03691111200399999
97,61,0.036970768435
97,62,0.03693457126599998
97,63,0.036783369917
97,64,0.036549444176999984
97,65,0.036206616905000044
97,66,0.03578890304999999
97,67,0.03525075522899993
97,68,0.034637329104000004
97,69,0.03396676394499996
97,70,0.03320185637799996
97,71,0.03236872558799996
98,51,0.03598568089499999
98,52,0.03406175176599997
98,53,0.03471456767099998
98,54,0.03541763346800002
98,55,0.036045001659999965
98,56,0.03660747745599999
98,57,0.03703686539600007
98,58,0.03739452933599999
98,59,0.037660173713
98,60,0.03782416883400001
98,61,0.037886569085000016
98,62,0.037838418437000004
98,63,0.037688168236999976
98,64,0.03742957879700001
98,65,0.037091931185
98,66,0.03663886017499998
98,67,0.03609150112499998
98,68,0.035462985468999994
98,69,0.034742786047999956
98,70,0.033959429235999955
98,71,0.033108717710999935
99,51,0.036864248142000004
99,52,0.034820220691
99,53,0.03550441860699995
99,54,0.036229965387000004
99,55,0.03687944994500001
99,56,0.03742616332799999
99,57,0.037883013925000035
99,58,0.03826469800099997
99,59,0.03852779560500001
99,60,0.038693134319
99,61,0.038763709193000075
99,62,0.03871776973000001
99,63,0.038551759156000044
99,64,0.03828913779999996
99,65,0.037932649363000046
99,66,0.03746199698900002
99,67,0.03689610699799997
99,68,0.036237495315
99,69,0.03550758172000003
99,70,0.034689063244
99,71,0.03381094402300001
100,51,0.03760664752200002
100,52,0.035481826651000026
100,53,0.03626050786499998
100,54,0.036997280813
100,55,0.037653286649999985
100,56,0.03821632336500002
100,57,0.03869727727900004
100,58,0.03907607743600002
100,59,0.03934317832400001
100,60,0.039529485001
100,61,0.03958505421599999
100,62,0.03951912666400001
100,63,0.03935297642199998
100,64,0.03910110483600001
100,65,0.03871527824299999
100,66,0.03822684899599995
100,67,0.03765191616600001
100,68,0.036979810891999955
100,69,0.036208016938999985
100,70,0.03536819468800003
100,71,0.03448044500499997
101,51,0.038441822632
101,52,0.03619964690000005
101,53,0.036922224708999966
101,54,0.03766851611400002
101,55,0.038349439324000055
101,56,0.03893355487000003
101,57,0.039403507281000005
101,58,0.03977628880199999
101,59,0.04006894901300007
101,60,0.040250972245999994
101,61,0.04030449811100003
101,62,0.040227708531
101,63,0.04007057253800001
101,64,0.03978228019100004
101,65,0.039398524348000064
101,66,0.03889604150800005
101,67,0.038308734230999966
101,68,0.03762126095499998
101,69,0.03681715984000001
101,70,0.03597607808199999
101,71,0.035052466261000025
102,51,0.03904016008600002
102,52,0.03691685032700004
102,53,0.03750085411000004
102,54,0.03827681996700002
102,55,0.03897157303099996
102,56,0.039550032783
102,57,0.04003580278700004
102,58,0.040430980313999984
102,59,0.040714792974
102,60,0.040883575065000004
102,61,0.04094289613999999
102,62,0.040884751231000035
102,63,0.04069676495799997
102,64,0.040392766713000045
102,65,0.04000808701499998
102,66,0.03949866222300003
102,67,0.038892234335000025
102,68,0.038190175400000005
102,69,0.03739598505999995
102,70,0.036477916964000004
102,71,0.035553578119000034
103,51,0.03959698081700003
103,52,0.03754911761499999
103,53,0.03800076080300003
103,54,0.03880785771600004
103,55,0.039497542501
103,56,0.04007474380900005
103,57,0.04056829528700004
103,58,0.04097777836700003
103,59,0.041254592957000014
103,60,0.04141693665000004
103,61,0.041487203436999985
103,62,0.04141326887800005
103,63,0.041228082179
103,64,0.040906083015000025
103,65,0.04051353778000007
103,66,0.040001564060000015
103,67,0.039358071589999974
103,68,0.03864979720100001
103,69,0.037839034070000006
103,70,0.03695682818599998
103,71,0.03597257867700001
104,51,0.04009590782300003
104,52,0.037915880576999975
104,53,0.03843361974100002
104,54,0.03922352666000007
104,55,0.039926845341000036
104,56,0.04051376095000005
104,57,0.04101565572300002
104,58,0.04142606303100004
104,59,0.04169221105099997
104,60,0.04186306491899996
104,61,0.04192557751899998
104,62,0.041848702883000015
104,63,0.041649798967999974
104,64,0.041334042804000014
104,65,0.040933797667999976
104,66,0.04039436238700007
104,67,0.03973930730400003
104,68,0.039025602472
104,69,0.038188635750000026
104,70,0.037296771106
104,71,0.036317477686999985
105,51,0.040425856709000035
105,52,0.03805806705000005
105,53,0.03876575229500002
105,54,0.039550480138999984
105,55,0.04026300939900003
105,56,0.040868457264
105,57,0.04136534089900004
105,58,0.04176023909000003
105,59,0.04203103517500004
105,60,0.04220208454700004
105,61,0.04224724038100002
105,62,0.042153848634000034
105,63,0.041973196929000006
105,64,0.04163885274200005
105,65,0.041223518887999994
105,66,0.04068901028200001
105,67,0.040035717773999994
105,68,0.03929681760700003
105,69,0.03845316097100003
105,70,0.037565326734000044
105,71,0.036568564876
106,51,0.04070051604200004
106,52,0.038202885404999984
106,53,0.03898862108800004
106,54,0.03978337098000001
106,55,0.04049130954300004
106,56,0.041105491981999996
106,57,0.041590925489000036
106,58,0.04198837060200001
106,59,0.042256786168999964
106,60,0.04242019310800002
106,61,0.04244888760400002
106,62,0.04237123042999997
106,63,0.042174341569000046
106,64,0.04182871468700006
106,65,0.04140906905400005
106,66,0.04087097791700003
106,67,0.04020296004400005
106,68,0.03945244289600001
106,69,0.03861396392300003
106,70,0.03769248080500001
106,71,0.03670061686700004
107,51,0.04081829094400005
107,52,0.038513909781999985
107,53,0.03911655870900005
107,54,0.039904953403000036
107,55,0.040615691395000014
107,56,0.041212096614999985
107,57,0.04171102372599998
107,58,0.04209416315700005
107,59,0.042370782358999985
107,60,0.04251512426400002
107,61,0.04255190990200006
107,62,0.042475903046000026
107,63,0.042274675093999986
107,64,0.04192465381000001
107,65,0.04149814984199993
107,66,0.04096131708600001
107,67,0.04026611767900001
107,68,0.039498606269000015
107,69,0.038669421622999994
107,70,0.037764483148000044
107,71,0.036746641291000005
108,51,0.04093732550700002
108,52,0.038383816894000014
108,53,0.039146009603000034
108,54,0.03992491380400005
108,55,0.04062980095099996
108,56,0.041228977233000036
108,57,0.041705396736999995
108,58,0.04208976783300003
108,59,0.04236899070099997
108,60,0.042512493077000044
108,61,0.042551013948000024
108,62,0.04245700610800002
108,63,0.042239514244000055
108,64,0.04188750428999997
108,65,0.04145193048000007
108,66,0.04091302626700002
108,67,0.040216593448000014
108,68,0.039462632924999984
108,69,0.038643331049999965
108,70,0.03769648393000001
108,71,0.03669644557900004
109,51,0.04083679573700003
109,52,0.03858095813100001
109,53,0.03907176579799997
109,54,0.03983367843199999
109,55,0.04053822859400003
109,56,0.041123856568000036
109,57,0.041586166561000046
109,58,0.041977312564999994
109,59,0.04225362293099997
109,60,0.04239368233499999
109,61,0.04241554648000001
109,62,0.04232831368600002
109,63,0.04211381542000006
109,64,0.04175444379199998
109,65,0.04130002922900001
109,66,0.04075829726200002
109,67,0.04008762141500005
109,68,0.03931476248300008
109,69,0.03848655850700003
109,70,0.03754027129299999
109,71,0.03656610124100001
110,51,0.040744468179
110,52,0.038243869966000016
110,53,0.03888904264399997
110,54,0.03965173858300003
110,55,0.04032972189000008
110,56,0.04090395494299998
110,57,0.04138124246600005
110,58,0.041749601032000025
110,59,0.042017849336000015
110,60,0.04215174930200001
110,61,0.042171122207
110,62,0.04206518928899998
110,63,0.04185360219999998
110,64,0.041491683175999966
110,65,0.04105095715600008
110,66,0.04049486465500003
110,67,0.03982021340200005
110,68,0.039058217126
110,69,0.038223125247000035
110,70,0.037297834866000024
110,71,0.036318345638000016
111,51,0.040486634188
111,52,0.03800064949599996
111,53,0.03856586836900002
111,54,0.039343261566999986
111,55,0.04001139102700004
111,56,0.04057358641100005
111,57,0.041050285103000024
111,58,0.041410413735000054
111,59,0.041670234961000044
111,60,0.041799963855000025
111,61,0.04181645315100005
111,62,0.04169962964100003
111,63,0.04148101724099996
111,64,0.04113726605200001
111,65,0.04067288479299996
111,66,0.040118248054000084
111,67,0.03945644591499999
111,68,0.038730787336999965
111,69,0.03788223041000001
111,70,0.036953748622
111,71,0.03600558504199997
112,51,0.03999484567100001
112,52,0.03762562822099998
112,53,0.038192135563000024
112,54,0.038950436281999984
112,55,0.039595216748000026
112,56,0.04015287698400006
112,57,0.040616082816999965
112,58,0.040979486470000034
112,59,0.041218171731999986
112,60,0.041343589082000046
112,61,0.041364753249000026
112,62,0.04124067951499998
112,63,0.041021254862000055
112,64,0.040663926657
112,65,0.04021508212200004
112,66,0.039662124785000016
112,67,0.039017035818
112,68,0.03828432308300002
112,69,0.03745561462799998
112,70,0.036542697476
112,71,0.035541092046
113,51,0.039481221194000014
113,52,0.03720573115499997
113,53,0.03768240152300003
113,54,0.038438071107999995
113,55,0.03908251618899997
113,56,0.03960098381000003
113,57,0.040064749889000065
113,58,0.04041583491500003
113,59,0.04066126704199996
113,60,0.040790519795999985
113,61,0.04077957340000004
113,62,0.04067190542899998
113,63,0.04044595756700002
113,64,0.04009568418200003
113,65,0.03965302662900001
113,66,0.03912862388899999
113,67,0.03847138524700003
113,68,0.03772472985499996
113,69,0.036915815426999996
113,70,0.03603825499700004
113,71,0.035083149789
114,51,0.038950100081
114,52,0.036762989101
114,53,0.03711558736599996
114,54,0.037839985379999976
114,55,0.03847513625000001
114,56,0.03900586600300002
114,57,0.039419688208000014
114,58,0.03976097617700007
114,59,0.039991737661000004
114,60,0.040124519320999974
114,61,0.040119256129000025
114,62,0.04000710692599996
114,63,0.03979042691900004
114,64,0.039430046322999984
114,65,0.039017372415999986
114,66,0.03848333891400001
114,67,0.037836066431999965
114,68,0.03710766449500001
114,69,0.03632528842799997
114,70,0.03546365725399994
114,71,0.03454130588799998
115,51,0.03803438321300002
115,52,0.035717544228999996
115,53,0.03647424906299998
115,54,0.037173425051
115,55,0.037791611037999995
115,56,0.03830565497800004
115,57,0.038721436853
115,58,0.039048502577999966
115,59,0.03926778695400008
115,60,0.03937668795800001
115,61,0.03936227105700005
115,62,0.039251493646999994
115,63,0.03905412944600002
115,64,0.038696968865999964
115,65,0.03828199896500002
115,66,0.03775605655300004
115,67,0.037156851076000016
115,68,0.036424641808999986
115,69,0.03565116765499994
115,70,0.034821508551999954
115,71,0.03390380376099994
116,51,0.037567958514000015
116,52,0.035143954594999964
116,53,0.03571499591700001
116,54,0.03640367408899994
116,55,0.03699980017800001
116,56,0.037497690991000046
116,57,0.037905242613000066
116,58,0.03822458195200002
116,59,0.038415899606999974
116,60,0.038515533160999996
116,61,0.038523399567999994
116,62,0.03838829634100007
116,63,0.03818897159000003
116,64,0.03787637887099996
116,65,0.03746454430900003
116,66,0.036967129383999965
116,67,0.03634174940999999
116,68,0.035664829170999945
116,69,0.03488989939999998
116,70,0.03405623685799999
116,71,0.033169858063999975
117,51,0.036692554437000015
117,52,0.03446888249
117,53,0.03491565527699997
117,54,0.035573257559999946
117,55,0.036152950654000024
117,56,0.03663485693400003
117,57,0.03702757127100004
117,58,0.037329216987999965
117,59,0.03752274628900001
117,60,0.037608635934
117,61,0.037609111574
117,62,0.03749909060500001
117,63,0.037290920067999986
117,64,0.036991876658000016
117,65,0.036577019490999986
117,66,0.03610367919299998
117,67,0.03549898723400001
117,68,0.03483950865599997
117,69,0.03409380576699997
117,70,0.03328038317099995
117,71,0.03242936235599997
